STATEFP,State,ZCTA,n_allschools,dsug_allschools,gr_allschools,avgtf_allschools,n_public,dsug_public,gr_public,avgtf_public,n_private,dsug_private,gr_private,avgtf_private,n_4yr,dsug_4yr,gr_4yr,avgtf_4yr,n_not4yr,dsug_not4yr,gr_not4yr,avgtf_not4yr,n_public4yr,dsug_public4yr,gr_public4yr,avgtf_public4yr
37,NC,27809,8,11410,290,11376,5,7914,0,2642,3,3496,290,31147,2,2872,290,33378,6,8538,0,3975,No Campuses within 45 minutes,,,
37,NC,27810,1,1157,0,2518,1,1157,0,2518,No Campuses within 45 minutes,,,,No Campuses within 45 minutes,,,,1,1157,0,2518,No Campuses within 45 minutes,,,
37,NC,27812,8,40563,6940,6558,7,38776,6742,5324,1,1787,198,33346,2,25197,6940,9144,6,15366,0,2317,1,23410,6742,7297
37,NC,27813,7,18018,411,7259,5,14444,0,2647,2,3574,411,25900,2,3574,411,25900,5,14444,0,2647,No Campuses within 45 minutes,,,
37,NC,27814,5,27908,6742,6463,5,27908,6742,6463,No Campuses within 45 minutes,,,,1,23410,6742,7297,4,4498,0,2123,1,23410,6742,7297
37,NC,27815,6,10139,290,11351,4,7267,0,2645,2,2872,290,33378,2,2872,290,33378,4,7267,0,2645,No Campuses within 45 minutes,,,
37,NC,27816,7,12655,290,10415,4,9159,0,2502,3,3496,290,31147,2,2872,290,33378,5,9783,0,3674,No Campuses within 45 minutes,,,
37,NC,27817,6,34850,6742,5562,6,34850,6742,5562,No Campuses within 45 minutes,,,,1,23410,6742,7297,5,11440,0,2012,1,23410,6742,7297
37,NC,27818,2,1443,13,20872,1,311,0,2642,1,1132,13,25880,1,1132,13,25880,1,311,0,2642,No Campuses within 45 minutes,,,
37,NC,27819,8,40491,7032,7394,6,37619,6742,5410,2,2872,290,33378,3,26282,7032,10147,5,14209,0,2301,1,23410,6742,7297
37,NC,27820,3,2090,13,15218,2,958,0,2619,1,1132,13,25880,1,1132,13,25880,2,958,0,2619,No Campuses within 45 minutes,,,
37,NC,27821,3,3938,0,2153,3,3938,0,2153,No Campuses within 45 minutes,,,,No Campuses within 45 minutes,,,,3,3938,0,2153,No Campuses within 45 minutes,,,
37,NC,27822,10,48292,7032,6863,7,44796,6742,4967,3,3496,290,31147,3,26282,7032,10147,7,22010,0,2941,1,23410,6742,7297
37,NC,27823,6,8942,290,13847,3,5446,0,2741,3,3496,290,31147,2,2872,290,33378,4,6070,0,4606,No Campuses within 45 minutes,,,
37,NC,27825,5,33913,6742,5695,5,33913,6742,5695,No Campuses within 45 minutes,,,,1,23410,6742,7297,4,10503,0,2125,1,23410,6742,7297
37,NC,27827,5,35189,6834,6546,4,34104,6742,5690,1,1085,92,33430,2,24495,6834,8455,3,10694,0,2173,1,23410,6742,7297
37,NC,27828,7,40600,6834,6012,6,39515,6742,5259,1,1085,92,33430,2,24495,6834,8455,5,16105,0,2296,1,23410,6742,7297
37,NC,27829,9,44060,7032,6999,7,41188,6742,5160,2,2872,290,33378,3,26282,7032,10147,6,17778,0,2345,1,23410,6742,7297
37,NC,27830,8,19860,411,6824,6,16286,0,2638,2,3574,411,25900,2,3574,411,25900,6,16286,0,2638,No Campuses within 45 minutes,,,
37,NC,27831,3,3566,211,25399,1,647,0,2608,2,2919,211,30451,2,2919,211,30451,1,647,0,2608,No Campuses within 45 minutes,,,
37,NC,27832,1,647,0,2608,1,647,0,2608,No Campuses within 45 minutes,,,,No Campuses within 45 minutes,,,,1,647,0,2608,No Campuses within 45 minutes,,,
37,NC,27834,10,43490,7032,7059,8,40618,6742,5199,2,2872,290,33378,3,26282,7032,10147,7,17208,0,2344,1,23410,6742,7297
37,NC,27837,7,38165,6742,5312,7,38165,6742,5312,No Campuses within 45 minutes,,,,1,23410,6742,7297,6,14755,0,2164,1,23410,6742,7297
37,NC,27839,5,6832,211,14603,3,3913,0,2781,2,2919,211,30451,2,2919,211,30451,3,3913,0,2781,No Campuses within 45 minutes,,,
37,NC,27840,4,26125,6742,6798,4,26125,6742,6798,No Campuses within 45 minutes,,,,1,23410,6742,7297,3,2715,0,2491,1,23410,6742,7297
37,NC,27841,4,32756,6742,5808,4,32756,6742,5808,No Campuses within 45 minutes,,,,1,23410,6742,7297,3,9346,0,2077,1,23410,6742,7297
37,NC,27842,1,647,0,2608,1,647,0,2608,No Campuses within 45 minutes,,,,No Campuses within 45 minutes,,,,1,647,0,2608,No Campuses within 45 minutes,,,
37,NC,27843,7,37809,6940,6851,6,36022,6742,5536,1,1787,198,33346,2,25197,6940,9144,5,12612,0,2268,1,23410,6742,7297
37,NC,27844,4,6013,198,13750,2,3602,0,2793,2,2411,198,30119,1,1787,198,33346,3,4226,0,5464,No Campuses within 45 minutes,,,
37,NC,27845,4,3877,211,23574,2,958,0,2619,2,2919,211,30451,2,2919,211,30451,2,958,0,2619,No Campuses within 45 minutes,,,
37,NC,27846,4,32069,6742,5871,4,32069,6742,5871,No Campuses within 45 minutes,,,,1,23410,6742,7297,3,8659,0,2016,1,23410,6742,7297
37,NC,27847,3,2003,13,15572,2,871,0,2175,1,1132,13,25880,1,1132,13,25880,2,871,0,2175,No Campuses within 45 minutes,,,
37,NC,27849,5,27257,6755,7590,4,26125,6742,6798,1,1132,13,25880,2,24542,6755,8154,3,2715,0,2491,1,23410,6742,7297
37,NC,27850,4,6013,198,13750,2,3602,0,2793,2,2411,198,30119,1,1787,198,33346,3,4226,0,5464,No Campuses within 45 minutes,,,
37,NC,27851,8,19805,609,9613,5,14444,0,2647,3,5361,609,28382,3,5361,609,28382,5,14444,0,2647,No Campuses within 45 minutes,,,
37,NC,27852,8,40491,7032,7394,6,37619,6742,5410,2,2872,290,33378,3,26282,7032,10147,5,14209,0,2301,1,23410,6742,7297
37,NC,27853,3,2090,13,15218,2,958,0,2619,1,1132,13,25880,1,1132,13,25880,2,958,0,2619,No Campuses within 45 minutes,,,
37,NC,27855,2,1443,13,20872,1,311,0,2642,1,1132,13,25880,1,1132,13,25880,1,311,0,2642,No Campuses within 45 minutes,,,
37,NC,27856,8,15018,290,9340,5,11522,0,2723,3,3496,290,31147,2,2872,290,33378,6,12146,0,3656,No Campuses within 45 minutes,,,
37,NC,27857,5,33067,6742,5778,5,33067,6742,5778,No Campuses within 45 minutes,,,,1,23410,6742,7297,4,9657,0,2095,1,23410,6742,7297
37,NC,27858,6,35755,6742,5534,6,35755,6742,5534,No Campuses within 45 minutes,,,,1,23410,6742,7297,5,12345,0,2191,1,23410,6742,7297
37,NC,27860,1,1157,0,2518,1,1157,0,2518,No Campuses within 45 minutes,,,,No Campuses within 45 minutes,,,,1,1157,0,2518,No Campuses within 45 minutes,,,
37,NC,27861,6,37498,6940,6886,5,35711,6742,5561,1,1787,198,33346,2,25197,6940,9144,4,12301,0,2259,1,23410,6742,7297
37,NC,27862,3,2090,13,15218,2,958,0,2619,1,1132,13,25880,1,1132,13,25880,2,958,0,2619,No Campuses within 45 minutes,,,
37,NC,27863,7,22003,411,6170,5,18429,0,2343,2,3574,411,25900,2,3574,411,25900,5,18429,0,2343,No Campuses within 45 minutes,,,
37,NC,27864,8,40491,7032,7394,6,37619,6742,5410,2,2872,290,33378,3,26282,7032,10147,5,14209,0,2301,1,23410,6742,7297
37,NC,27865,3,25127,6742,6957,3,25127,6742,6957,No Campuses within 45 minutes,,,,1,23410,6742,7297,2,1717,0,2321,1,23410,6742,7297
37,NC,27866,2,1779,13,17416,1,647,0,2608,1,1132,13,25880,1,1132,13,25880,1,647,0,2608,No Campuses within 45 minutes,,,
37,NC,27869,3,2090,13,15218,2,958,0,2619,1,1132,13,25880,1,1132,13,25880,2,958,0,2619,No Campuses within 45 minutes,,,
37,NC,27870,3,5389,198,12925,2,3602,0,2793,1,1787,198,33346,1,1787,198,33346,2,3602,0,2793,No Campuses within 45 minutes,,,
37,NC,27871,8,38966,6940,6722,7,37179,6742,5442,1,1787,198,33346,2,25197,6940,9144,6,13769,0,2289,1,23410,6742,7297
37,NC,27872,2,1443,13,20872,1,311,0,2642,1,1132,13,25880,1,1132,13,25880,1,311,0,2642,No Campuses within 45 minutes,,,
37,NC,27873,7,41713,6834,5939,6,40628,6742,5204,1,1085,92,33430,2,24495,6834,8455,5,17218,0,2359,1,23410,6742,7297
37,NC,27874,7,9236,211,11445,5,6317,0,2663,2,2919,211,30451,2,2919,211,30451,5,6317,0,2663,No Campuses within 45 minutes,,,
37,NC,27875,1,1157,0,2518,1,1157,0,2518,No Campuses within 45 minutes,,,,No Campuses within 45 minutes,,,,1,1157,0,2518,No Campuses within 45 minutes,,,
37,NC,27876,3,2090,13,15218,2,958,0,2619,1,1132,13,25880,1,1132,13,25880,2,958,0,2619,No Campuses within 45 minutes,,,
37,NC,27877,2,1443,13,20872,1,311,0,2642,1,1132,13,25880,1,1132,13,25880,1,311,0,2642,No Campuses within 45 minutes,,,
37,NC,27878,5,9579,290,11902,3,6707,0,2706,2,2872,290,33378,2,2872,290,33378,3,6707,0,2706,No Campuses within 45 minutes,,,
37,NC,27879,3,31509,6742,5941,3,31509,6742,5941,No Campuses within 45 minutes,,,,1,23410,6742,7297,2,8099,0,2023,1,23410,6742,7297
37,NC,27880,14,31865,455,7720,7,25104,0,2708,7,6761,455,26332,5,6026,455,26915,9,25839,0,3244,No Campuses within 45 minutes,,,
37,NC,27881,4,7146,198,10342,3,5359,0,2671,1,1787,198,33346,1,1787,198,33346,3,5359,0,2671,No Campuses within 45 minutes,,,
37,NC,27882,21,67020,15161,8826,10,57026,11436,5628,11,9994,3725,27072,9,34545,15161,13845,12,32475,0,3487,1,25910,11436,9131
37,NC,27883,10,47831,7351,7701,7,42470,6742,5090,3,5361,609,28382,4,28771,7351,11226,6,19060,0,2380,1,23410,6742,7297
37,NC,27884,5,33913,6742,5695,5,33913,6742,5695,No Campuses within 45 minutes,,,,1,23410,6742,7297,4,10503,0,2125,1,23410,6742,7297
37,NC,27886,8,40491,7032,7394,6,37619,6742,5410,2,2872,290,33378,3,26282,7032,10147,5,14209,0,2301,1,23410,6742,7297
37,NC,27888,9,45342,7032,6882,7,42470,6742,5090,2,2872,290,33378,3,26282,7032,10147,6,19060,0,2380,1,23410,6742,7297
37,NC,27889,6,34284,6742,5654,6,34284,6742,5654,No Campuses within 45 minutes,,,,1,23410,6742,7297,5,10874,0,2116,1,23410,6742,7297
37,NC,27890,3,5389,198,12925,2,3602,0,2793,1,1787,198,33346,1,1787,198,33346,2,3602,0,2793,No Campuses within 45 minutes,,,
37,NC,27891,7,10850,290,11864,4,7354,0,2697,3,3496,290,31147,2,2872,290,33378,5,7978,0,4119,No Campuses within 45 minutes,,,
37,NC,27892,5,33913,6742,5695,5,33913,6742,5695,No Campuses within 45 minutes,,,,1,23410,6742,7297,4,10503,0,2125,1,23410,6742,7297
37,NC,27893,11,54325,7351,7109,8,48964,6742,4780,3,5361,609,28382,4,28771,7351,11226,7,25554,0,2475,1,23410,6742,7297
37,NC,27896,9,22108,290,7177,6,18612,0,2674,3,3496,290,31147,2,2872,290,33378,7,19236,0,3265,No Campuses within 45 minutes,,,
37,NC,27897,3,2090,13,15218,2,958,0,2619,1,1132,13,25880,1,1132,13,25880,2,958,0,2619,No Campuses within 45 minutes,,,
37,NC,27909,4,5009,190,3166,2,4458,110,2715,2,551,80,6810,3,2530,190,4085,1,2479,0,2228,1,1979,110,3326
37,NC,27910,3,2003,13,15572,2,871,0,2175,1,1132,13,25880,1,1132,13,25880,2,871,0,2175,No Campuses within 45 minutes,,,
37,NC,27916,3,4624,110,3210,2,4458,110,2715,1,166,0,16490,2,2145,110,4345,1,2479,0,2228,1,1979,110,3326
37,NC,27917,3,4624,110,3210,2,4458,110,2715,1,166,0,16490,2,2145,110,4345,1,2479,0,2228,1,1979,110,3326
37,NC,27919,3,4624,110,3210,2,4458,110,2715,1,166,0,16490,2,2145,110,4345,1,2479,0,2228,1,1979,110,3326
37,NC,27921,4,5108,110,4482,2,4458,110,2715,2,650,0,16599,3,2629,110,6608,1,2479,0,2228,1,1979,110,3326
37,NC,27922,2,1443,13,20872,1,311,0,2642,1,1132,13,25880,1,1132,13,25880,1,311,0,2642,No Campuses within 45 minutes,,,
37,NC,27923,3,4624,110,3210,2,4458,110,2715,1,166,0,16490,2,2145,110,4345,1,2479,0,2228,1,1979,110,3326
37,NC,27924,3,2003,13,15572,2,871,0,2175,1,1132,13,25880,1,1132,13,25880,2,871,0,2175,No Campuses within 45 minutes,,,
37,NC,27926,4,4935,110,3174,3,4769,110,2711,1,166,0,16490,2,2145,110,4345,2,2790,0,2274,1,1979,110,3326
37,NC,27927,3,4624,110,3210,2,4458,110,2715,1,166,0,16490,2,2145,110,4345,1,2479,0,2228,1,1979,110,3326
37,NC,27929,4,5108,110,4482,2,4458,110,2715,2,650,0,16599,3,2629,110,6608,1,2479,0,2228,1,1979,110,3326
37,NC,27932,3,4624,110,3210,2,4458,110,2715,1,166,0,16490,2,2145,110,4345,1,2479,0,2228,1,1979,110,3326
37,NC,27935,2,1443,13,20872,1,311,0,2642,1,1132,13,25880,1,1132,13,25880,1,311,0,2642,No Campuses within 45 minutes,,,
37,NC,27937,3,3922,13,9087,2,2790,0,2274,1,1132,13,25880,1,1132,13,25880,2,2790,0,2274,No Campuses within 45 minutes,,,
37,NC,27938,4,4088,13,9388,2,2790,0,2274,2,1298,13,24679,2,1298,13,24679,2,2790,0,2274,No Campuses within 45 minutes,,,
37,NC,27939,3,4624,110,3210,2,4458,110,2715,1,166,0,16490,2,2145,110,4345,1,2479,0,2228,1,1979,110,3326
37,NC,27942,2,1443,13,20872,1,311,0,2642,1,1132,13,25880,1,1132,13,25880,1,311,0,2642,No Campuses within 45 minutes,,,
37,NC,27944,3,4624,110,3210,2,4458,110,2715,1,166,0,16490,2,2145,110,4345,1,2479,0,2228,1,1979,110,3326
37,NC,27946,4,4935,110,3174,3,4769,110,2711,1,166,0,16490,2,2145,110,4345,2,2790,0,2274,1,1979,110,3326
37,NC,27947,3,4624,110,3210,2,4458,110,2715,1,166,0,16490,2,2145,110,4345,1,2479,0,2228,1,1979,110,3326
37,NC,27950,16,22650,10178,14713,2,4458,110,2715,14,18192,10068,17654,12,18553,10178,16317,4,4097,0,7452,1,1979,110,3326
37,NC,27956,3,4624,110,3210,2,4458,110,2715,1,166,0,16490,2,2145,110,4345,1,2479,0,2228,1,1979,110,3326
37,NC,27957,2,871,0,2175,2,871,0,2175,No Campuses within 45 minutes,,,,No Campuses within 45 minutes,,,,2,871,0,2175,No Campuses within 45 minutes,,,
37,NC,27958,23,27244,10417,16068,2,4458,110,2715,21,22786,10307,18681,15,20780,10417,17797,8,6464,0,10512,1,1979,110,3326
37,NC,27962,2,1717,0,2321,2,1717,0,2321,No Campuses within 45 minutes,,,,No Campuses within 45 minutes,,,,2,1717,0,2321,No Campuses within 45 minutes,,,
37,NC,27964,1,166,0,16490,No Campuses within 45 minutes,,,,1,166,0,16490,1,166,0,16490,No Campuses within 45 minutes,,,,No Campuses within 45 minutes,,,
37,NC,27965,3,4624,110,3210,2,4458,110,2715,1,166,0,16490,2,2145,110,4345,1,2479,0,2228,1,1979,110,3326
37,NC,27967,2,1443,13,20872,1,311,0,2642,1,1132,13,25880,1,1132,13,25880,1,311,0,2642,No Campuses within 45 minutes,,,
37,NC,27969,2,1443,13,20872,1,311,0,2642,1,1132,13,25880,1,1132,13,25880,1,311,0,2642,No Campuses within 45 minutes,,,
37,NC,27970,2,1717,0,2321,2,1717,0,2321,No Campuses within 45 minutes,,,,No Campuses within 45 minutes,,,,2,1717,0,2321,No Campuses within 45 minutes,,,
37,NC,27973,4,5108,110,4482,2,4458,110,2715,2,650,0,16599,3,2629,110,6608,1,2479,0,2228,1,1979,110,3326
37,NC,27974,3,4624,110,3210,2,4458,110,2715,1,166,0,16490,2,2145,110,4345,1,2479,0,2228,1,1979,110,3326
37,NC,27976,22,26690,10417,16057,2,4458,110,2715,20,22232,10307,18732,15,20780,10417,17797,7,5910,0,9938,1,1979,110,3326
37,NC,27979,5,6067,123,7411,3,4769,110,2711,2,1298,13,24679,3,3277,123,11784,2,2790,0,2274,1,1979,110,3326
37,NC,27980,4,4935,110,3174,3,4769,110,2711,1,166,0,16490,2,2145,110,4345,2,2790,0,2274,1,1979,110,3326
37,NC,27983,6,28414,6755,7383,5,27282,6742,6616,1,1132,13,25880,2,24542,6755,8154,4,3872,0,2499,1,23410,6742,7297
37,NC,27985,3,4624,110,3210,2,4458,110,2715,1,166,0,16490,2,2145,110,4345,1,2479,0,2228,1,1979,110,3326
37,NC,27986,2,1443,13,20872,1,311,0,2642,1,1132,13,25880,1,1132,13,25880,1,311,0,2642,No Campuses within 45 minutes,,,
37,NC,28001,14,45259,9124,8717,9,39813,7506,5576,5,5446,1618,31676,5,31096,9124,11412,9,14163,0,2799,1,25816,7506,7188
37,NC,28006,25,61458,11143,11293,9,47830,7506,5348,16,13628,3637,32157,11,36574,11143,14614,14,24884,0,6411,2,26516,7506,7400
37,NC,28007,4,8169,1051,15618,3,5320,0,2470,1,2849,1051,40170,1,2849,1051,40170,3,5320,0,2470,No Campuses within 45 minutes,,,
37,NC,28009,3,4291,460,8805,2,3414,0,2723,1,877,460,32480,1,877,460,32480,2,3414,0,2723,No Campuses within 45 minutes,,,
37,NC,28012,30,68040,11250,10591,11,53454,7506,5070,19,14586,3744,30821,13,37246,11250,14592,17,30794,0,5750,2,26516,7506,7400
37,NC,28016,22,40423,6518,13584,8,24320,0,3067,14,16103,6518,29468,11,15353,6518,29751,11,25070,0,3683,1,700,0,15214
37,NC,28017,5,9710,1961,17222,2,4191,0,2355,3,5519,1961,28511,2,4977,1961,29696,3,4733,0,4104,No Campuses within 45 minutes,,,
37,NC,28018,5,9398,1778,11467,4,6533,0,2375,1,2865,1778,32200,1,2865,1778,32200,4,6533,0,2375,No Campuses within 45 minutes,,,
37,NC,28019,4,9168,1961,17198,2,4191,0,2355,2,4977,1961,29696,2,4977,1961,29696,2,4191,0,2355,No Campuses within 45 minutes,,,
37,NC,28020,7,15481,2798,12313,5,10867,0,2372,2,4614,2798,35725,2,4614,2798,35725,5,10867,0,2372,No Campuses within 45 minutes,,,
37,NC,28021,11,26373,2981,11543,6,17528,0,2585,5,8845,2981,29294,4,8303,2981,30056,7,18070,0,3036,No Campuses within 45 minutes,,,
37,NC,28023,22,62195,10720,10432,11,50300,7506,4985,11,11895,3214,33466,9,35781,10720,14391,13,26414,0,5069,1,25816,7506,7188
37,NC,28024,7,11245,3415,17263,2,4191,0,2355,5,7054,3415,26119,4,6821,3415,26735,3,4424,0,2658,No Campuses within 45 minutes,,,
37,NC,28025,32,71485,12800,12355,13,53330,7506,5066,19,18155,5294,33768,15,41643,12800,17263,17,29842,0,5507,2,26516,7506,7400
37,NC,28027,35,78230,11749,10587,15,60805,7506,4784,20,17425,4243,30837,15,40371,11749,15695,20,37859,0,5140,2,26516,7506,7400
37,NC,28031,31,72483,11250,10067,14,58333,7506,4868,17,14150,3744,31501,12,37096,11250,14611,19,35387,0,5304,2,26516,7506,7400
37,NC,28032,26,62596,11143,10220,10,50321,7506,5212,16,12275,3637,30750,11,36574,11143,14614,15,26022,0,4044,2,26516,7506,7400
37,NC,28033,7,18089,1020,8237,4,14221,0,2650,3,3868,1020,28777,2,3326,1020,30595,5,14763,0,3200,No Campuses within 45 minutes,,,
37,NC,28034,28,71984,14124,12008,10,53269,7506,5048,18,18715,6618,31820,14,43300,14124,17434,14,28684,0,3818,2,26516,7506,7400
37,NC,28036,30,69954,11289,10989,13,54070,7506,5026,17,15884,3783,31286,14,39494,11289,15322,16,30460,0,5371,2,26516,7506,7400
37,NC,28037,31,74047,12270,10806,13,58148,7506,4847,18,15899,4764,32601,13,38845,12270,15822,18,35202,0,5272,2,26516,7506,7400
37,NC,28039,16,26448,2631,14126,8,17095,739,3907,8,9353,1892,32805,8,14932,2631,22833,8,11516,0,2837,2,5936,739,6668
37,NC,28040,7,12250,3415,14531,4,6533,0,2375,3,5717,3415,28422,3,5717,3415,28422,4,6533,0,2375,No Campuses within 45 minutes,,,
37,NC,28041,13,42630,8112,8903,7,37028,7506,5783,6,5602,606,29525,5,29613,8112,9613,8,13017,0,7289,1,25816,7506,7188
37,NC,28042,5,11768,1778,10598,3,8361,0,2740,2,3407,1778,29881,1,2865,1778,32200,4,8903,0,3646,No Campuses within 45 minutes,,,
37,NC,28043,10,15391,3415,18787,4,6533,0,2375,6,8858,3415,30891,5,8625,3415,31507,5,6766,0,2572,No Campuses within 45 minutes,,,
37,NC,28052,28,70229,14124,10731,10,53269,7506,5048,18,16960,6618,28583,14,41425,14124,15571,14,28804,0,3772,2,26516,7506,7400
37,NC,28054,26,63799,13941,10808,9,48935,7506,5285,17,14864,6435,28990,12,39163,13941,15013,14,24636,0,4123,2,26516,7506,7400
37,NC,28056,29,64907,11250,10967,10,50321,7506,5212,19,14586,3744,30821,13,37246,11250,14592,16,27661,0,6085,2,26516,7506,7400
37,NC,28071,14,45934,8112,7173,9,41971,7506,5414,5,3963,606,25813,5,29613,8112,9613,9,16321,0,2748,1,25816,7506,7188
37,NC,28072,12,40991,8112,7720,7,37028,7506,5783,5,3963,606,25813,5,29613,8112,9613,7,11378,0,2793,1,25816,7506,7188
37,NC,28073,9,18094,3415,17281,3,8454,0,2611,6,9640,3415,30146,5,9098,3415,30891,4,8996,0,3515,No Campuses within 45 minutes,,,
37,NC,28074,5,10972,1961,22517,2,4191,0,2355,3,6781,1961,34978,3,6781,1961,34978,2,4191,0,2355,No Campuses within 45 minutes,,,
37,NC,28075,33,73062,12800,12488,13,53330,7506,5066,20,19732,5294,32548,16,43220,12800,17308,17,29842,0,5507,2,26516,7506,7400
37,NC,28076,7,11945,3415,22071,2,4191,0,2355,5,7754,3415,32727,4,7521,3415,33490,3,4424,0,2658,No Campuses within 45 minutes,,,
37,NC,28077,13,24583,3586,10669,5,17354,0,2676,8,7229,3586,29857,6,6562,3586,31069,7,18021,0,3240,No Campuses within 45 minutes,,,
37,NC,28078,34,75167,11289,10578,14,58333,7506,4868,20,16834,3783,30365,14,39494,11289,15322,20,35673,0,5327,2,26516,7506,7400
37,NC,28079,28,65352,12301,9482,13,53850,7506,5021,15,11502,4795,30368,11,36343,12301,14195,17,29009,0,3577,2,26516,7506,7400
37,NC,28080,30,73766,12270,10837,12,57867,7506,4857,18,15899,4764,32601,13,38845,12270,15822,17,34921,0,5291,2,26516,7506,7400
37,NC,28081,31,70831,11749,11255,13,54070,7506,5026,18,16761,4243,31349,15,40371,11749,15695,16,30460,0,5371,2,26516,7506,7400
37,NC,28083,29,66105,11749,11465,12,50921,7506,5138,17,15184,4243,32683,14,38794,11749,15580,15,27311,0,5619,2,26516,7506,7400
37,NC,28086,21,33218,5498,13918,7,18553,0,3178,14,14665,5498,27504,11,13754,5498,28042,10,19464,0,3937,1,700,0,15214
37,NC,28088,21,58999,10720,10876,10,47104,7506,5172,11,11895,3214,33466,9,35781,10720,14391,12,23218,0,5460,1,25816,7506,7188
37,NC,28089,6,13973,1961,12841,3,8454,0,2611,3,5519,1961,28511,2,4977,1961,29696,4,8996,0,3515,No Campuses within 45 minutes,,,
37,NC,28090,11,25576,2981,10790,7,18308,0,2515,4,7268,2981,31637,3,6726,2981,32766,8,18850,0,2949,No Campuses within 45 minutes,,,
37,NC,28091,5,8568,1091,17949,3,4733,0,2327,2,3835,1091,37229,2,3835,1091,37229,3,4733,0,2327,No Campuses within 45 minutes,,,
37,NC,28092,20,40699,3647,12073,9,28484,0,2668,11,12215,3647,34004,8,9909,3647,34342,12,30790,0,4906,No Campuses within 45 minutes,,,
37,NC,28097,22,56154,12742,10511,10,45137,7506,5253,12,11017,5236,32051,9,36105,12742,14554,13,20049,0,3230,1,25816,7506,7188
37,NC,28098,25,61210,11143,10392,9,48935,7506,5285,16,12275,3637,30750,11,36574,11143,14614,14,24636,0,4123,2,26516,7506,7400
37,NC,28101,26,62596,11143,10220,10,50321,7506,5212,16,12275,3637,30750,11,36574,11143,14614,15,26022,0,4044,2,26516,7506,7400
37,NC,28102,2,3791,0,2274,2,3791,0,2274,No Campuses within 45 minutes,,,,No Campuses within 45 minutes,,,,2,3791,0,2274,No Campuses within 45 minutes,,,
37,NC,28103,14,45445,11659,9216,6,39593,7506,5621,8,5852,4153,33539,5,30940,11659,11914,9,14505,0,3460,1,25816,7506,7188
37,NC,28104,30,67079,12301,9695,13,53850,7506,5021,17,13229,4795,28723,13,38070,12301,14357,17,29009,0,3577,2,26516,7506,7400
37,NC,28105,29,64726,12301,11602,11,49472,7506,5248,18,15254,4795,32211,14,40095,12301,16410,15,24631,0,3776,2,26516,7506,7400
37,NC,28107,30,69354,12761,10970,14,55236,7506,4961,16,14118,5255,34484,13,39245,12761,16709,17,30109,0,3490,2,26516,7506,7400
37,NC,28108,14,18728,3712,11926,4,12532,0,2792,10,6196,3712,30400,6,4812,3712,34155,8,13916,0,4239,No Campuses within 45 minutes,,,
37,NC,28109,9,11813,606,10206,5,8016,0,2678,4,3797,606,26099,4,3797,606,26099,5,8016,0,2678,No Campuses within 45 minutes,,,
37,NC,28110,27,63966,12301,9630,12,52464,7506,5084,15,11502,4795,30368,11,36343,12301,14195,16,27623,0,3625,2,26516,7506,7400
37,NC,28112,21,54351,12194,10547,7,43387,7506,5374,14,10964,4688,31020,10,35271,12194,14155,11,19080,0,3878,1,25816,7506,7188
37,NC,28114,10,17854,3415,17098,3,8454,0,2611,7,9400,3415,30126,5,8625,3415,31507,5,9229,0,3631,No Campuses within 45 minutes,,,
37,NC,28115,30,67698,11749,11647,12,50937,7506,5164,18,16761,4243,31349,15,40371,11749,15695,15,27327,0,5667,2,26516,7506,7400
37,NC,28117,31,75418,11289,10375,14,59534,7506,4795,17,15884,3783,31286,14,39494,11289,15322,17,35924,0,4936,2,26516,7506,7400
37,NC,28119,4,7626,1091,19852,2,3791,0,2274,2,3835,1091,37229,2,3835,1091,37229,2,3791,0,2274,No Campuses within 45 minutes,,,
37,NC,28120,31,70662,11250,10279,13,56226,7506,4950,18,14436,3744,31037,12,37096,11250,14611,19,33566,0,5492,2,26516,7506,7400
37,NC,28124,23,59890,11871,11652,10,46364,7506,5220,13,13526,4365,33701,11,38736,11871,16278,12,21154,0,3182,1,25816,7506,7188
37,NC,28125,19,54544,10659,11145,9,43971,7506,5342,10,10573,3153,35281,8,34459,10659,14217,11,20085,0,5876,1,25816,7506,7188
37,NC,28127,15,46876,8112,7080,10,42913,7506,5350,5,3963,606,25813,5,29613,8112,9613,10,17263,0,2736,1,25816,7506,7188
37,NC,28128,5,9046,1511,17253,3,5320,0,2470,2,3726,1511,38360,2,3726,1511,38360,3,5320,0,2470,No Campuses within 45 minutes,,,
37,NC,28129,13,44843,9224,8481,8,40174,7506,5563,5,4669,1718,33595,5,30170,9224,11176,8,14673,0,2941,1,25816,7506,7188
37,NC,28133,6,10781,1151,13020,3,7511,0,2595,3,3270,1151,36963,2,2955,1151,39128,4,7826,0,3161,No Campuses within 45 minutes,,,
37,NC,28134,28,66237,12194,11443,10,50963,7506,5191,18,15274,4688,32303,13,39573,12194,16437,15,26664,0,4031,2,26516,7506,7400
37,NC,28135,6,13122,1511,12742,4,9396,0,2584,2,3726,1511,38360,2,3726,1511,38360,4,9396,0,2584,No Campuses within 45 minutes,,,
37,NC,28136,4,7791,1778,13290,3,4926,0,2291,1,2865,1778,32200,1,2865,1778,32200,3,4926,0,2291,No Campuses within 45 minutes,,,
37,NC,28137,14,43680,8112,7436,9,39717,7506,5602,5,3963,606,25813,5,29613,8112,9613,9,14067,0,2852,1,25816,7506,7188
37,NC,28138,21,58322,10720,10947,10,46427,7506,5178,11,11895,3214,33466,9,35781,10720,14391,12,22541,0,5480,1,25816,7506,7188
