State,avg_bal,med_bal,avg_inc,med_inc,avg_dti,med_dti,avg_bal_label,med_bal_label,avg_inc_label,med_inc_label,avg_bal_rankNat,med_bal_rankNat,avg_inc_rankNat,med_inc_rankNat,avg_dti_rankNat,med_dti_rankNat,avg_bal_pctNat,med_bal_pctNat,avg_inc_pctNat,med_inc_pctNat,avg_dti_pctNat,med_dti_pctNat,pct_bal_grt,avg_bal_sh_obal,med_bal_sh_obal,pct_bal_grt_label,avg_bal_sh_obal_label,med_bal_sh_obal_label,pct_bal_grt_rankNat,avg_bal_sh_obal_rankNat,med_bal_sh_obal_rankNat,pct_bal_grt_pctNat,avg_bal_sh_obal_pctNat,med_bal_sh_obal_pctNat,avg_bal_ASIAN,med_bal_ASIAN,avg_inc_ASIAN,med_inc_ASIAN,avg_dti_ASIAN,med_dti_ASIAN,avg_bal_label_ASIAN,med_bal_label_ASIAN,avg_inc_label_ASIAN,med_inc_label_ASIAN,avg_bal_rankNat_ASIAN,med_bal_rankNat_ASIAN,avg_inc_rankNat_ASIAN,med_inc_rankNat_ASIAN,avg_dti_rankNat_ASIAN,med_dti_rankNat_ASIAN,avg_bal_pctNat_ASIAN,med_bal_pctNat_ASIAN,avg_inc_pctNat_ASIAN,med_inc_pctNat_ASIAN,avg_dti_pctNat_ASIAN,med_dti_pctNat_ASIAN,pct_bal_grt_ASIAN,avg_bal_sh_obal_ASIAN,med_bal_sh_obal_ASIAN,pct_bal_grt_label_ASIAN,avg_bal_sh_obal_label_ASIAN,med_bal_sh_obal_label_ASIAN,pct_bal_grt_rankNat_ASIAN,avg_bal_sh_obal_rankNat_ASIAN,med_bal_sh_obal_rankNat_ASIAN,pct_bal_grt_pctNat_ASIAN,avg_bal_sh_obal_pctNat_ASIAN,med_bal_sh_obal_pctNat_ASIAN,avg_bal_BLACK,med_bal_BLACK,avg_inc_BLACK,med_inc_BLACK,avg_dti_BLACK,med_dti_BLACK,avg_bal_label_BLACK,med_bal_label_BLACK,avg_inc_label_BLACK,med_inc_label_BLACK,avg_bal_rankNat_BLACK,med_bal_rankNat_BLACK,avg_inc_rankNat_BLACK,med_inc_rankNat_BLACK,avg_dti_rankNat_BLACK,med_dti_rankNat_BLACK,avg_bal_pctNat_BLACK,med_bal_pctNat_BLACK,avg_inc_pctNat_BLACK,med_inc_pctNat_BLACK,avg_dti_pctNat_BLACK,med_dti_pctNat_BLACK,pct_bal_grt_BLACK,avg_bal_sh_obal_BLACK,med_bal_sh_obal_BLACK,pct_bal_grt_label_BLACK,avg_bal_sh_obal_label_BLACK,med_bal_sh_obal_label_BLACK,pct_bal_grt_rankNat_BLACK,avg_bal_sh_obal_rankNat_BLACK,med_bal_sh_obal_rankNat_BLACK,pct_bal_grt_pctNat_BLACK,avg_bal_sh_obal_pctNat_BLACK,med_bal_sh_obal_pctNat_BLACK,avg_bal_LATINO,med_bal_LATINO,avg_inc_LATINO,med_inc_LATINO,avg_dti_LATINO,med_dti_LATINO,avg_bal_label_LATINO,med_bal_label_LATINO,avg_inc_label_LATINO,med_inc_label_LATINO,avg_bal_rankNat_LATINO,med_bal_rankNat_LATINO,avg_inc_rankNat_LATINO,med_inc_rankNat_LATINO,avg_dti_rankNat_LATINO,med_dti_rankNat_LATINO,avg_bal_pctNat_LATINO,med_bal_pctNat_LATINO,avg_inc_pctNat_LATINO,med_inc_pctNat_LATINO,avg_dti_pctNat_LATINO,med_dti_pctNat_LATINO,pct_bal_grt_LATINO,avg_bal_sh_obal_LATINO,med_bal_sh_obal_LATINO,pct_bal_grt_label_LATINO,avg_bal_sh_obal_label_LATINO,med_bal_sh_obal_label_LATINO,pct_bal_grt_rankNat_LATINO,avg_bal_sh_obal_rankNat_LATINO,med_bal_sh_obal_rankNat_LATINO,pct_bal_grt_pctNat_LATINO,avg_bal_sh_obal_pctNat_LATINO,med_bal_sh_obal_pctNat_LATINO,avg_bal_NATVAM,med_bal_NATVAM,avg_inc_NATVAM,med_inc_NATVAM,avg_dti_NATVAM,med_dti_NATVAM,avg_bal_label_NATVAM,med_bal_label_NATVAM,avg_inc_label_NATVAM,med_inc_label_NATVAM,avg_bal_rankNat_NATVAM,med_bal_rankNat_NATVAM,avg_inc_rankNat_NATVAM,med_inc_rankNat_NATVAM,avg_dti_rankNat_NATVAM,med_dti_rankNat_NATVAM,avg_bal_pctNat_NATVAM,med_bal_pctNat_NATVAM,avg_inc_pctNat_NATVAM,med_inc_pctNat_NATVAM,avg_dti_pctNat_NATVAM,med_dti_pctNat_NATVAM,pct_bal_grt_NATVAM,avg_bal_sh_obal_NATVAM,med_bal_sh_obal_NATVAM,pct_bal_grt_label_NATVAM,avg_bal_sh_obal_label_NATVAM,med_bal_sh_obal_label_NATVAM,pct_bal_grt_rankNat_NATVAM,avg_bal_sh_obal_rankNat_NATVAM,med_bal_sh_obal_rankNat_NATVAM,pct_bal_grt_pctNat_NATVAM,avg_bal_sh_obal_pctNat_NATVAM,med_bal_sh_obal_pctNat_NATVAM,avg_bal_WHITE,med_bal_WHITE,avg_inc_WHITE,med_inc_WHITE,avg_dti_WHITE,med_dti_WHITE,avg_bal_label_WHITE,med_bal_label_WHITE,avg_inc_label_WHITE,med_inc_label_WHITE,avg_bal_rankNat_WHITE,med_bal_rankNat_WHITE,avg_inc_rankNat_WHITE,med_inc_rankNat_WHITE,avg_dti_rankNat_WHITE,med_dti_rankNat_WHITE,avg_bal_pctNat_WHITE,med_bal_pctNat_WHITE,avg_inc_pctNat_WHITE,med_inc_pctNat_WHITE,avg_dti_pctNat_WHITE,med_dti_pctNat_WHITE,pct_bal_grt_WHITE,avg_bal_sh_obal_WHITE,med_bal_sh_obal_WHITE,pct_bal_grt_label_WHITE,avg_bal_sh_obal_label_WHITE,med_bal_sh_obal_label_WHITE,pct_bal_grt_rankNat_WHITE,avg_bal_sh_obal_rankNat_WHITE,med_bal_sh_obal_rankNat_WHITE,pct_bal_grt_pctNat_WHITE,avg_bal_sh_obal_pctNat_WHITE,med_bal_sh_obal_pctNat_WHITE
KY,31067.9095284712,18195,69047.7434097772,56000,0.46,0.31,"$31,068","$18,195","$69,048","$56,000",35,31,48,48,24,22,38th,45th,14th,15th,57th,62nd,0.5556,1.0358,1.0208,55.55%,103.62%,102.08%,14,15,13,77th,75th,78th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26203.4489247312,16479,51956.9892473118,46000,0.51,0.34,"$26,203","$16,479","$51,957","$46,000",35,29,36,36,24,24,10th,26th,7th,7th,40th,39th,0.6621,1.0854,1.0567,66.22%,108.57%,105.71%,14,23,15,65th,42nd,63rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31221.7653768165,18315.5,69611.3599864762,56000,0.46,0.31,"$31,222","$18,316","$69,611","$56,000",35,32,50,50,21,18,33rd,39th,3rd,4th,60th,66th,0.5521,1.0341,1.0196,55.22%,103.40%,101.97%,8,8,7,86th,86th,88th
LA,30684.0858585859,16135,67932.0165365182,54000,0.46,0.29,"$30,684","$16,135","$67,932","$54,000",38,43,51,52,24,30,32nd,23rd,9th,8th,57th,47th,0.6016,1.0639,1.0334,60.17%,106.37%,103.29%,6,7,6,91st,89th,91st,72800.6666666667,21848,54222.2222222222,43000,0.99,0.56,"$72,801","$21,848","$54,222","$43,000",1,11,22,24,1,1,100th,58th,12th,6th,100th,100th,0.6875,1.1028,1.0766,68.75%,110.33%,107.69%,4,3,3,89th,91st,91st,29402.8125620655,16171,57804.6176762661,48000,0.49,0.33,"$29,403","$16,171","$57,805","$48,000",28,31,26,31,26,27,28th,21st,34th,21st,32nd,31st,0.6698,1.108,1.0582,66.99%,110.77%,105.82%,10,15,14,76th,63rd,65th,31378.8043478261,18245.5,49152.1739130435,45500,0.53,0.42,"$31,379","$18,246","$49,152","$45,500",9,8,39,37,2,1,80th,82nd,5th,10th,97th,100th,0.6791,1.1313,1.0665,67.87%,113.08%,106.70%,1,2,1,100th,97th,100th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31239.1903805379,16121,72628.4757118928,58000,0.44,0.27,"$31,239","$16,121","$72,628","$58,000",34,41,45,46,30,36,35th,21st,13th,12th,43rd,30th,0.5683,1.0422,1.0227,56.87%,104.17%,102.30%,3,7,5,96th,88th,92nd
MA,39220.2462837692,23090,86693.1465517241,67000,0.5,0.33,"$39,220","$23,090","$86,693","$67,000",6,3,6,6,12,14,90th,96th,90th,90th,79th,75th,0.4052,0.9927,1,40.48%,99.22%,99.99%,55,35,46,5th,40th,20th,46215.6818181818,25685,83323.2323232323,68500,0.63,0.42,"$46,216","$25,685","$83,323","$68,500",5,5,8,4,3,4,83rd,83rd,70th,87th,91st,85th,0.4631,0.9935,1,46.31%,99.33%,99.99%,17,14,20,33rd,45th,20th,33922.3776744186,21662,70957.1295433365,55000,0.52,0.36,"$33,922","$21,662","$70,957","$55,000",16,9,6,6,20,20,60th,78th,86th,86th,48th,51st,0.5247,1.2021,1.012,52.47%,120.23%,101.20%,36,1,36,7th,100th,7th,33019.9236526946,16690.5,72313.622754491,56000,0.47,0.28,"$33,020","$16,690","$72,314","$56,000",7,13,9,12,10,20,85th,70th,80th,73rd,78th,53rd,0.5041,1.0489,1.0084,50.38%,104.94%,100.87%,29,13,27,30th,70th,35th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39827.2674797143,23500,88497.2295129776,69000,0.5,0.33,"$39,827","$23,500","$88,497","$69,000",7,5,7,3,8,9,88th,92nd,88th,96th,85th,84th,0.3924,0.978,1,39.27%,97.79%,99.99%,50,33,40,3rd,37th,23rd
MD,40371.0735252046,22403,83041.9552401122,63000,0.52,0.34,"$40,371","$22,403","$83,042","$63,000",3,7,11,18,6,10,96th,89th,81st,68th,90th,84th,0.5378,1.0285,1.0171,53.79%,102.85%,101.75%,18,21,18,70th,64th,70th,45697.9398496241,20628,90330.8270676692,68000,0.5,0.3,"$45,698","$20,628","$90,331","$68,000",7,15,2,6,16,16,75th,41st,95th,81st,39th,39th,0.5519,1.0335,1.0235,55.22%,103.40%,102.30%,10,10,10,62nd,62nd,62nd,39113.5992809283,22581,72638.2804838182,56000,0.55,0.37,"$39,114","$22,581","$72,638","$56,000",2,4,5,5,11,17,97th,92nd,89th,89th,73rd,57th,0.6276,1.0863,1.0516,62.81%,108.68%,105.16%,23,22,19,42nd,44th,52nd,38593.6002824859,21104.5,78545.9688826026,62000,0.52,0.31,"$38,594","$21,104","$78,546","$62,000",1,4,4,4,4,8,100th,92nd,92nd,92nd,93rd,83rd,0.5526,1.0373,1.0171,55.22%,103.73%,101.75%,17,18,18,60th,57th,57th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41165.6755212796,22436,89310.5057624536,68000,0.5,0.32,"$41,166","$22,436","$89,311","$68,000",4,7,6,6,8,14,94th,88th,90th,89th,85th,74th,0.4841,0.9931,1.0046,48.40%,99.33%,100.43%,27,27,25,49th,49th,52nd
ME,35378.8647197767,19889,80631.2285223368,65000,0.46,0.3,"$35,379","$19,889","$80,631","$65,000",20,21,20,13,24,26,65th,63rd,65th,78th,57th,55th,0.4404,0.9652,1,44.00%,96.47%,99.99%,49,52,46,15th,10th,20th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35447.1822702703,19892,80662.6297577855,65000,0.46,0.3,"$35,447","$19,892","$80,663","$65,000",20,20,27,20,21,22,62nd,62nd,49th,63rd,60th,58th,0.4406,0.9655,1,44.11%,96.58%,99.99%,40,45,40,23rd,13th,23rd
MI,35530.2946623276,20203,74321.677852349,59000,0.48,0.32,"$35,530","$20,203","$74,322","$59,000",18,20,37,36,18,18,69th,65th,34th,35th,70th,69th,0.5361,1.0305,1.0173,53.57%,103.07%,101.75%,20,18,17,66th,70th,71st,52645.6138613861,27379,84693.0693069307,59000,0.6,0.42,"$52,646","$27,379","$84,693","$59,000",2,1,7,16,5,4,95th,100th,75th,39th,83rd,85th,0.6278,1.09,1.0325,62.81%,109.01%,103.29%,7,4,7,75th,87th,75th,30060.436747872,17182,56409.8649442161,48000,0.51,0.35,"$30,060","$17,182","$56,410","$48,000",25,24,28,31,24,22,36th,39th,28th,21st,40th,44th,0.7064,1.1344,1.078,70.62%,113.41%,107.80%,5,4,2,89th,92nd,97th,26139.7315789474,15065.5,54015.7894736842,48000,0.47,0.29,"$26,140","$15,066","$54,016","$48,000",21,16,36,33,10,16,50th,62nd,12th,20th,78th,63rd,0.5969,1.0306,1.0264,59.73%,103.07%,102.63%,7,20,9,85th,52nd,80th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36254.5373140052,20599,76777.7905638665,61000,0.48,0.32,"$36,255","$20,599","$76,778","$61,000",15,19,38,38,14,14,72nd,64th,27th,28th,74th,74th,0.5139,1.0169,1.0125,51.37%,101.64%,101.20%,16,18,14,70th,66th,74th
MN,33640.1533748443,20645,83916.2016739737,67000,0.44,0.29,"$33,640","$20,645","$83,916","$67,000",28,17,9,6,32,30,50th,70th,85th,90th,44th,47th,0.4378,0.9631,1,43.78%,96.36%,99.99%,51,53,46,12th,8th,20th,29272.832884097,17273,68512.1293800539,58000,0.44,0.3,"$29,273","$17,273","$68,512","$58,000",20,20,17,17,21,16,20th,20th,33rd,33rd,16th,39th,0.5068,1.0028,1.0094,50.71%,100.32%,100.98%,12,13,12,54th,50th,54th,32511.0756646217,20365,67128.8343558282,54000,0.48,0.33,"$32,511","$20,365","$67,129","$54,000",20,12,8,7,30,27,50th,71st,81st,84th,25th,31st,0.5628,1.0378,1.0234,56.32%,103.73%,102.30%,32,36,34,18th,7th,13th,29515.1538461539,19748,75945.054945055,63000,0.42,0.28,"$29,515","$19,748","$75,945","$63,000",13,7,6,3,18,20,70th,85th,87th,95th,57th,53rd,0.4603,1.0093,1,45.98%,100.98%,99.99%,37,31,38,10th,25th,8th,19469.125,15272,72125,60000,0.28,0.26,"$19,469","$15,272","$72,125","$60,000",7,2,4,4,11,3,57th,92nd,78th,78th,28th,85th,0.6897,1.0619,1.0773,68.97%,106.15%,107.69%,1,5,1,100th,77th,100th,33815.8358874777,20735,84703.0602068133,67000,0.44,0.29,"$33,816","$20,735","$84,703","$67,000",27,17,11,12,30,26,49th,68th,80th,79th,43rd,50th,0.4327,0.9601,1,43.23%,96.03%,99.99%,43,47,40,17th,9th,23rd
MO,32355.7684364126,18937,73071.3322848798,59000,0.46,0.31,"$32,356","$18,937","$73,071","$59,000",31,26,39,36,24,22,45th,54th,30th,35th,57th,62nd,0.5324,1.0244,1.016,53.24%,102.41%,101.64%,22,25,22,63rd,57th,64th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33069.6731078905,20498,57967.7419354839,49000,0.55,0.39,"$33,070","$20,498","$57,968","$49,000",18,11,25,24,11,9,55th,73rd,36th,39th,73rd,78th,0.6929,1.1342,1.0785,69.30%,113.41%,107.8%,6,5,1,86th,89th,100th,20688.0454545455,17388.5,53909.0909090909,50500,0.39,0.29,"$20,688","$17,388","$53,909","$50,500",34,11,37,27,26,16,17th,75th,10th,35th,36th,63rd,0.521,1.0123,1.0232,52.14%,101.20%,102.3%,25,28,12,40th,32nd,71st,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32315.8922087746,18783,74925.2507411846,61000,0.45,0.3,"$32,316","$18,783","$74,925","$61,000",31,27,39,38,26,22,41st,49th,25th,28th,51st,58th,0.5131,1.011,1.0118,51.26%,101.09%,101.2%,18,23,16,66th,56th,70th
MP,41176.2333333333,19561,65833.3333333333,61000,0.5,0.36,"$41,176","$19,561","$65,833","$61,000",2,22,52,30,12,4,98th,61st,7th,47th,79th,95th,0.4748,0.9746,1,47.52%,97.46%,99.99%,35,43,46,40th,26th,20th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,30259.7517529832,16009,63128.5995569776,51000,0.47,0.3,"$30,260","$16,009","$63,129","$51,000",41,44,53,53,20,26,27th,21st,5th,5th,65th,55th,0.6331,1.083,1.0457,63.36%,108.35%,104.61%,4,3,4,94th,96th,94th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30289.5663069962,15691,54507.4886799025,47000,0.52,0.33,"$30,290","$15,691","$54,507","$47,000",24,32,34,35,20,27,39th,18th,13th,10th,48th,31st,0.7106,1.1256,1.067,71.06%,112.53%,106.70%,2,7,6,97th,84th,86th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.9026,0.858,40.04%,90.31%,85.80%,14,14,18,27th,27th,5th,30311.8908916587,16148,67925.9685462217,55000,0.45,0.28,"$30,312","$16,148","$67,926","$55,000",41,40,51,51,26,31,21st,23rd,1st,1st,51st,41st,0.5863,1.0572,1.029,58.63%,105.71%,102.85%,1,1,1,100th,100th,100th
MT,27763.708348135,15085,77994.6695095949,62000,0.38,0.24,"$27,764","$15,085","$77,995","$62,000",50,49,25,24,52,48,10th,12th,56th,59th,8th,14th,0.4585,0.9703,1,45.87%,97.02%,99.99%,41,49,46,29th,15th,20th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12795.0571428571,5578,60657.1428571429,47000,0.23,0.1,"$12,795","$5,578","$60,657","$47,000",13,14,8,12,12,14,14th,7th,50th,21st,21st,10th,0.5631,1.0304,1.0167,56.32%,103.07%,101.64%,8,7,7,61st,66th,66th,28016.2761004001,15287,78283.8427947598,62000,0.38,0.25,"$28,016","$15,287","$78,284","$62,000",47,48,34,32,47,44,9th,7th,35th,39th,9th,14th,0.4591,0.97,1,45.87%,97.02%,99.99%,32,41,40,39th,21st,23rd
NC,35538.995707565,21589,74940.7399773266,59000,0.5,0.34,"$35,539","$21,589","$74,941","$59,000",17,9,34,36,12,10,70th,85th,40th,35th,79th,84th,0.5597,1.0391,1.0225,55.99%,103.95%,102.30%,13,14,12,78th,77th,80th,40099.0740740741,26221,80481.4814814815,64000,0.53,0.36,"$40,099","$26,221","$80,481","$64,000",15,3,11,10,14,11,41st,91st,58th,62nd,47th,58th,0.4482,0.979,1,44.77%,97.90%,99.99%,20,21,20,20th,16th,20th,35481.7335054041,22754,65087.9599741769,53000,0.55,0.41,"$35,482","$22,754","$65,088","$53,000",8,3,9,10,11,4,81st,94th,78th,75th,73rd,90th,0.6392,1.0893,1.0562,63.91%,108.90%,105.60%,19,21,16,52nd,47th,60th,32795.0795454545,21191,65928.9772727273,52000,0.51,0.37,"$32,795","$21,191","$65,929","$52,000",8,3,19,22,5,3,82nd,95th,55th,48th,90th,95th,0.6593,1.0833,1.059,65.89%,108.35%,105.93%,3,5,2,95th,90th,97th,23796.6363636364,16145,59646.4646464647,53000,0.39,0.32,"$23,797","$16,145","$59,646","$53,000",2,1,9,6,1,1,92nd,100th,42nd,67th,100th,100th,0.6452,1.0757,1.0578,64.57%,107.58%,105.82%,2,2,3,94th,94th,88th,35642.5218091531,21366,77884.8012889366,62000,0.48,0.33,"$35,643","$21,366","$77,885","$62,000",19,12,35,32,14,9,64th,78th,33rd,39th,74th,84th,0.5347,1.0235,1.0165,53.46%,102.30%,101.64%,11,13,11,80th,76th,80th
ND,30779.9244052187,19135.5,83723.8863287251,68000,0.4,0.27,"$30,780","$19,136","$83,724","$68,000",37,23,10,4,46,38,34th,60th,83rd,94th,18th,32nd,0.411,0.9473,1,41.14%,94.71%,99.99%,53,55,46,8th,5th,20th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13111.71875,7099.5,70500,48000,0.22,0.15,"$13,112","$7,100","$70,500","$48,000",12,12,6,10,14,10,21st,21st,64th,32nd,10th,35th,0.3721,0.8875,1,37.18%,88.77%,99.99%,16,16,12,16th,16th,41st,31091.5699725598,19517,83909.7685366811,68000,0.41,0.27,"$31,092","$19,517","$83,910","$68,000",36,21,16,6,40,36,31st,60th,70th,89th,22nd,30th,0.4109,0.9477,1,41.14%,94.82%,99.99%,47,49,40,9th,5th,23rd
NE,30170.4413631808,16941,77085.9100785559,63000,0.4,0.26,"$30,170","$16,941","$77,086","$63,000",42,39,30,18,46,42,25th,30th,47th,68th,18th,24th,0.4583,0.9755,1,45.87%,97.57%,99.99%,42,42,46,28th,28th,20th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29273.5157894737,13459,56284.2105263158,50000,0.43,0.3,"$29,274","$13,459","$56,284","$50,000",29,36,29,19,34,34,26th,7th,26th,52nd,11th,11th,0.6416,1.0668,1.0418,64.13%,106.70%,104.17%,17,29,26,57th,26th,34th,23462.1643835617,9530.5,64280.8219178082,52000,0.35,0.17,"$23,462","$9,530","$64,281","$52,000",29,38,21,22,34,39,30th,7th,50th,48th,18th,5th,0.5224,0.9997,1.0077,52.25%,99.99%,100.76%,24,36,28,42nd,12th,32nd,34220.6666666667,12022,85600,84000,0.36,0.14,"$34,221","$12,022","$85,600","$84,000",1,5,1,1,3,11,100th,71st,100th,100th,85th,28th,0.3978,0.896,0.9894,39.82%,89.65%,98.89%,15,15,14,22nd,22nd,27th,30435.110466139,17303,77826.1175642379,63000,0.41,0.26,"$30,435","$17,303","$77,826","$63,000",39,39,37,28,40,42,25th,25th,29th,47th,22nd,20th,0.4554,0.9745,1,45.54%,97.46%,99.99%,35,36,40,33rd,31st,23rd
NH,36090.318520008,21442,86966.6063166365,69000,0.45,0.3,"$36,090","$21,442","$86,967","$69,000",15,10,5,3,28,26,74th,83rd,92nd,96th,50th,55th,0.4004,0.948,1,40.04%,94.82%,99.99%,56,54,46,3rd,7th,20th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36136.5596441569,21464.5,87013.1472491909,69000,0.45,0.3,"$36,137","$21,464","$87,013","$69,000",17,10,8,3,26,22,68th,82nd,86th,96th,51st,58th,0.4006,0.9477,1,40.04%,94.82%,99.99%,49,48,40,5th,7th,23rd
NJ,39466.3561601643,22431,81591.5362755504,64000,0.52,0.34,"$39,466","$22,431","$81,592","$64,000",5,5,16,16,6,10,92nd,92nd,72nd,73rd,90th,84th,0.4557,0.9854,1,45.54%,98.56%,99.99%,44,39,46,24th,33rd,20th,48396.5656639765,25604,83181.2179016875,69000,0.58,0.39,"$48,397","$25,604","$83,181","$69,000",4,7,9,3,6,8,87th,75th,66th,91st,77th,68th,0.4715,0.9853,1,47.19%,98.56%,99.99%,16,18,20,37th,29th,20th,34825.4334030683,20150,62814.1562064156,51000,0.55,0.36,"$34,825","$20,150","$62,814","$51,000",11,14,12,14,11,20,73rd,65th,71st,64th,73rd,51st,0.5932,1.07,1.034,59.29%,107.03%,103.40%,28,27,28,28th,31st,30th,30568.1170459824,16653,68141.9609665428,55000,0.46,0.3,"$30,568","$16,653","$68,142","$55,000",11,14,14,15,13,12,75th,67th,67th,65th,70th,73rd,0.5107,1.0152,1.0092,51.04%,101.53%,100.87%,27,27,26,35th,35th,37th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41383.3222093248,23838,86907.7183643842,69000,0.53,0.34,"$41,383","$23,838","$86,908","$69,000",3,2,9,3,2,4,96th,98th,84th,96th,98th,93rd,0.4267,0.9684,1,42.68%,96.80%,99.99%,45,42,40,13th,19th,23rd
NM,27824.2844744455,13902,72754.7624789004,58000,0.39,0.24,"$27,824","$13,902","$72,755","$58,000",49,52,41,42,50,48,12th,7th,27th,26th,11th,14th,0.5426,1.0332,1.0166,54.23%,103.29%,101.64%,16,16,19,73rd,73rd,68th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25298.1623405191,13011,69011.0035211268,56000,0.37,0.24,"$25,298","$13,011","$69,011","$56,000",25,27,12,12,30,28,40th,35th,72nd,73rd,26th,32nd,0.5582,1.0369,1.022,55.77%,103.73%,102.19%,14,19,14,67th,55th,67th,20330.4090909091,10041.5,58505.6818181818,48000,0.32,0.21,"$20,330","$10,042","$58,506","$48,000",5,9,10,10,4,5,71st,42nd,35th,32nd,75th,71st,0.6206,1.0624,1.0429,62.04%,106.26%,104.28%,4,4,4,83rd,83rd,83rd,32202.9001814882,16080,79272.2323049002,62000,0.41,0.27,"$32,203","$16,080","$79,272","$62,000",32,42,30,32,40,36,39th,19th,43rd,39th,22nd,30th,0.5146,1.0244,1.0095,51.48%,102.41%,100.98%,15,12,21,72nd,78th,60th
NV,30534.2799777685,13908,77457.6153418566,58000,0.4,0.23,"$30,534","$13,908","$77,458","$58,000",39,51,27,42,46,50,30th,9th,52nd,26th,18th,10th,0.5352,1.0256,1.0155,53.57%,102.52%,101.53%,21,24,24,64th,59th,59th,31838.0769230769,14291,86615.3846153846,64000,0.38,0.22,"$31,838","$14,291","$86,615","$64,000",19,21,5,10,24,23,25th,16th,83rd,62nd,6th,8th,0.4286,0.97,1,42.90%,97.02%,99.99%,23,22,20,8th,12th,20th,23868.804,11391,60308,48000,0.38,0.22,"$23,869","$11,391","$60,308","$48,000",37,38,18,31,37,36,5th,2nd,55th,21st,5th,6th,0.6072,1.0496,1.0327,60.72%,104.94%,103.29%,26,33,30,34th,15th,23rd,20411.0005847953,10080,59021.6374269006,48000,0.34,0.21,"$20,411","$10,080","$59,022","$48,000",36,37,29,33,36,37,12th,10th,30th,20th,13th,10th,0.5563,1.0425,1.0177,55.66%,104.28%,101.75%,16,16,17,62nd,62nd,60th,,,,,,,,,,,,,,,,,,,,,,,0.4091,0.8169,0.9618,40.92%,81.73%,96.14%,13,18,16,33rd,5th,16th,34255.4829757922,15966,84275.5905511811,64000,0.42,0.24,"$34,255","$15,966","$84,276","$64,000",25,44,13,24,36,46,52nd,15th,76th,53rd,30th,11th,0.529,1.0212,1.0149,52.91%,102.08%,101.53%,13,15,13,76th,72nd,76th
